Date/Time (UTC)	Latitude	Longitude	Flag for data source
2019-09-20T17:30:37	69.6795466	18.9966541	2
2019-09-20T17:30:38	69.6795466	18.9966541	2
2019-09-20T17:30:39	69.6795466	18.9966541	2
2019-09-20T17:30:40	69.6795466	18.9966541	2
2019-09-20T17:30:41	69.6795466	18.9966541	2
2019-09-20T17:30:42	69.6795466	18.9966541	2
2019-09-20T17:30:43	69.6795466	18.9966541	2
2019-09-20T17:30:44	69.6795466	18.9966541	2
2019-09-20T17:30:45	69.6795466	18.9966541	2
2019-09-20T17:30:46	69.6795466	18.9966541	2
2019-09-20T17:30:47	69.6795466	18.9966541	2
2019-09-20T17:30:48	69.6795466	18.9966541	2
2019-09-20T17:30:49	69.6795466	18.9966541	2
2019-09-20T17:30:50	69.6795466	18.9966541	2
2019-09-20T17:30:51	69.6795466	18.9966541	2
2019-09-20T17:30:52	69.6795466	18.9966541	2
2019-09-20T17:30:53	69.6795466	18.9966541	2
2019-09-20T17:30:54	69.6795466	18.9966541	2
2019-09-20T17:30:55	69.6795466	18.9966541	2
2019-09-20T17:30:56	69.6795466	18.9966541	2
2019-09-20T17:30:57	69.6795466	18.9966541	2
2019-09-20T17:30:58	69.6795466	18.9966540	2
2019-09-20T17:30:59	69.6795466	18.9966540	2
2019-09-20T17:31:00	69.6795466	18.9966540	2
2019-09-20T17:31:01	69.6795466	18.9966540	2
2019-09-20T17:31:02	69.6795466	18.9966540	2
2019-09-20T17:31:03	69.6795466	18.9966540	2
2019-09-20T17:31:04	69.6795466	18.9966540	2
2019-09-20T17:31:05	69.6795466	18.9966540	2
2019-09-20T17:31:06	69.6795466	18.9966540	2
2019-09-20T17:31:07	69.6795467	18.9966540	2
2019-09-20T17:31:08	69.6795467	18.9966540	2
2019-09-20T17:31:09	69.6795467	18.9966540	2
2019-09-20T17:31:10	69.6795467	18.9966540	2
2019-09-20T17:31:11	69.6795467	18.9966540	2
2019-09-20T17:31:12	69.6795467	18.9966540	2
2019-09-20T17:31:13	69.6795467	18.9966540	2
2019-09-20T17:31:14	69.6795467	18.9966540	2
2019-09-20T17:31:15	69.6795467	18.9966540	2
2019-09-20T17:31:16	69.6795467	18.9966540	2
2019-09-20T17:31:17	69.6795467	18.9966539	2
2019-09-20T17:31:18	69.6795467	18.9966539	2
2019-09-20T17:31:19	69.6795467	18.9966539	2
2019-09-20T17:31:20	69.6795467	18.9966539	2
2019-09-20T17:31:21	69.6795467	18.9966539	2
2019-09-20T17:31:22	69.6795467	18.9966539	2
2019-09-20T17:31:23	69.6795467	18.9966539	2
2019-09-20T17:31:24	69.6795467	18.9966540	2
2019-09-20T17:31:25	69.6795466	18.9966540	2
2019-09-20T17:31:26	69.6795466	18.9966540	2
2019-09-20T17:31:27	69.6795466	18.9966540	2
2019-09-20T17:31:28	69.6795466	18.9966540	2
2019-09-20T17:31:29	69.6795466	18.9966540	2
2019-09-20T17:31:30	69.6795466	18.9966540	2
2019-09-20T17:31:31	69.6795466	18.9966540	2
2019-09-20T17:31:32	69.6795466	18.9966540	2
2019-09-20T17:31:33	69.6795466	18.9966540	2
2019-09-20T17:31:34	69.6795466	18.9966540	2
2019-09-20T17:31:35	69.6795466	18.9966540	2
2019-09-20T17:31:36	69.6795466	18.9966539	2
2019-09-20T17:31:37	69.6795466	18.9966539	2
2019-09-20T17:31:38	69.6795466	18.9966539	2
2019-09-20T17:31:39	69.6795466	18.9966539	2
2019-09-20T17:31:40	69.6795466	18.9966539	2
2019-09-20T17:31:41	69.6795466	18.9966539	2
2019-09-20T17:31:42	69.6795466	18.9966539	2
2019-09-20T17:31:43	69.6795466	18.9966539	2
2019-09-20T17:31:44	69.6795466	18.9966539	2
2019-09-20T17:31:45	69.6795466	18.9966539	2
2019-09-20T17:31:46	69.6795467	18.9966539	2
2019-09-20T17:31:47	69.6795467	18.9966539	2
2019-09-20T17:31:48	69.6795467	18.9966539	2
2019-09-20T17:31:49	69.6795467	18.9966539	2
2019-09-20T17:31:50	69.6795467	18.9966539	2
2019-09-20T17:31:51	69.6795467	18.9966539	2
2019-09-20T17:31:52	69.6795467	18.9966539	2
2019-09-20T17:31:53	69.6795467	18.9966539	2
2019-09-20T17:31:54	69.6795467	18.9966538	2
2019-09-20T17:31:55	69.6795467	18.9966537	2
2019-09-20T17:31:56	69.6795467	18.9966537	2
2019-09-20T17:31:57	69.6795467	18.9966538	2
2019-09-20T17:31:58	69.6795467	18.9966538	2
2019-09-20T17:31:59	69.6795467	18.9966538	2
2019-09-20T17:32:00	69.6795466	18.9966538	2
2019-09-20T17:32:01	69.6795466	18.9966538	2
2019-09-20T17:32:02	69.6795467	18.9966538	2
2019-09-20T17:32:03	69.6795467	18.9966538	2
2019-09-20T17:32:04	69.6795467	18.9966538	2
2019-09-20T17:32:05	69.6795466	18.9966538	2
2019-09-20T17:32:06	69.6795466	18.9966538	2
2019-09-20T17:32:07	69.6795466	18.9966538	2
2019-09-20T17:32:08	69.6795466	18.9966538	2
2019-09-20T17:32:09	69.6795466	18.9966538	2
2019-09-20T17:32:10	69.6795466	18.9966538	2
2019-09-20T17:32:11	69.6795466	18.9966538	2
2019-09-20T17:32:12	69.6795466	18.9966538	2
2019-09-20T17:32:13	69.6795466	18.9966537	2
2019-09-20T17:32:14	69.6795466	18.9966537	2
2019-09-20T17:32:15	69.6795466	18.9966537	2
2019-09-20T17:32:16	69.6795466	18.9966537	2
2019-09-20T17:32:17	69.6795466	18.9966537	2
2019-09-20T17:32:18	69.6795466	18.9966538	2
2019-09-20T17:32:19	69.6795466	18.9966538	2
2019-09-20T17:32:20	69.6795466	18.9966538	2
2019-09-20T17:32:21	69.6795466	18.9966538	2
2019-09-20T17:32:22	69.6795466	18.9966538	2
2019-09-20T17:32:23	69.6795466	18.9966538	2
2019-09-20T17:32:24	69.6795466	18.9966537	2
2019-09-20T17:32:25	69.6795466	18.9966537	2
2019-09-20T17:32:26	69.6795466	18.9966537	2
2019-09-20T17:32:27	69.6795466	18.9966538	2
2019-09-20T17:32:28	69.6795466	18.9966538	2
2019-09-20T17:32:29	69.6795466	18.9966538	2
2019-09-20T17:32:30	69.6795466	18.9966538	2
2019-09-20T17:32:31	69.6795466	18.9966537	2
2019-09-20T17:32:32	69.6795466	18.9966537	2
2019-09-20T17:32:33	69.6795466	18.9966536	2
2019-09-20T17:32:34	69.6795466	18.9966536	2
2019-09-20T17:32:35	69.6795466	18.9966536	2
2019-09-20T17:32:36	69.6795466	18.9966536	2
2019-09-20T17:32:37	69.6795466	18.9966536	2
2019-09-20T17:32:38	69.6795466	18.9966536	2
2019-09-20T17:32:39	69.6795466	18.9966536	2
2019-09-20T17:32:40	69.6795466	18.9966536	2
2019-09-20T17:32:41	69.6795466	18.9966536	2
2019-09-20T17:32:42	69.6795467	18.9966535	2
2019-09-20T17:32:43	69.6795467	18.9966535	2
2019-09-20T17:32:44	69.6795467	18.9966535	2
2019-09-20T17:32:45	69.6795467	18.9966535	2
2019-09-20T17:32:46	69.6795467	18.9966535	2
2019-09-20T17:32:47	69.6795467	18.9966535	2
2019-09-20T17:32:48	69.6795467	18.9966535	2
2019-09-20T17:32:49	69.6795467	18.9966535	2
2019-09-20T17:32:50	69.6795467	18.9966534	2
2019-09-20T17:32:51	69.6795467	18.9966534	2
2019-09-20T17:32:52	69.6795467	18.9966534	2
2019-09-20T17:32:53	69.6795467	18.9966533	2
2019-09-20T17:32:54	69.6795467	18.9966533	2
2019-09-20T17:32:55	69.6795467	18.9966534	2
2019-09-20T17:32:56	69.6795467	18.9966534	2
2019-09-20T17:32:57	69.6795467	18.9966534	2
2019-09-20T17:32:58	69.6795467	18.9966534	2
2019-09-20T17:32:59	69.6795467	18.9966534	2
2019-09-20T17:33:00	69.6795467	18.9966534	2
2019-09-20T17:33:01	69.6795467	18.9966534	2
2019-09-20T17:33:02	69.6795467	18.9966534	2
2019-09-20T17:33:03	69.6795467	18.9966534	2
2019-09-20T17:33:04	69.6795467	18.9966534	2
2019-09-20T17:33:05	69.6795467	18.9966534	2
2019-09-20T17:33:06	69.6795467	18.9966534	2
2019-09-20T17:33:07	69.6795467	18.9966534	2
2019-09-20T17:33:08	69.6795467	18.9966534	2
2019-09-20T17:33:09	69.6795467	18.9966534	2
2019-09-20T17:33:10	69.6795467	18.9966534	2
2019-09-20T17:33:11	69.6795467	18.9966534	2
2019-09-20T17:33:12	69.6795467	18.9966534	2
2019-09-20T17:33:13	69.6795467	18.9966533	2
2019-09-20T17:33:14	69.6795467	18.9966533	2
2019-09-20T17:33:15	69.6795467	18.9966533	2
2019-09-20T17:33:16	69.6795467	18.9966533	2
2019-09-20T17:33:17	69.6795467	18.9966533	2
2019-09-20T17:33:18	69.6795467	18.9966533	2
2019-09-20T17:33:19	69.6795466	18.9966534	2
2019-09-20T17:33:20	69.6795466	18.9966534	2
2019-09-20T17:33:21	69.6795466	18.9966534	2
2019-09-20T17:33:22	69.6795466	18.9966534	2
2019-09-20T17:33:23	69.6795466	18.9966534	2
2019-09-20T17:33:24	69.6795466	18.9966534	2
2019-09-20T17:33:25	69.6795466	18.9966534	2
2019-09-20T17:33:26	69.6795466	18.9966534	2
2019-09-20T17:33:27	69.6795466	18.9966534	2
2019-09-20T17:33:28	69.6795466	18.9966534	2
2019-09-20T17:33:29	69.6795466	18.9966534	2
2019-09-20T17:33:30	69.6795466	18.9966534	2
2019-09-20T17:33:31	69.6795466	18.9966534	2
2019-09-20T17:33:32	69.6795466	18.9966534	2
2019-09-20T17:33:33	69.6795467	18.9966534	2
2019-09-20T17:33:34	69.6795467	18.9966534	2
2019-09-20T17:33:35	69.6795467	18.9966533	2
2019-09-20T17:33:36	69.6795467	18.9966532	2
2019-09-20T17:33:37	69.6795467	18.9966532	2
2019-09-20T17:33:38	69.6795467	18.9966532	2
2019-09-20T17:33:39	69.6795467	18.9966532	2
2019-09-20T17:33:40	69.6795467	18.9966531	2
2019-09-20T17:33:41	69.6795467	18.9966531	2
2019-09-20T17:33:42	69.6795467	18.9966531	2
2019-09-20T17:33:43	69.6795467	18.9966530	2
2019-09-20T17:33:44	69.6795467	18.9966530	2
2019-09-20T17:33:45	69.6795467	18.9966529	2
2019-09-20T17:33:46	69.6795467	18.9966529	2
2019-09-20T17:33:47	69.6795467	18.9966528	2
2019-09-20T17:33:48	69.6795467	18.9966528	2
2019-09-20T17:33:49	69.6795467	18.9966526	2
2019-09-20T17:33:50	69.6795467	18.9966527	2
2019-09-20T17:33:51	69.6795467	18.9966526	2
2019-09-20T17:33:52	69.6795467	18.9966526	2
2019-09-20T17:33:53	69.6795467	18.9966525	2
2019-09-20T17:33:54	69.6795467	18.9966524	2
2019-09-20T17:33:55	69.6795467	18.9966523	2
2019-09-20T17:33:56	69.6795467	18.9966521	2
2019-09-20T17:33:57	69.6795467	18.9966520	2
2019-09-20T17:33:58	69.6795467	18.9966518	2
2019-09-20T17:33:59	69.6795467	18.9966517	2
2019-09-20T17:34:00	69.6795467	18.9966515	2
2019-09-20T17:34:01	69.6795467	18.9966513	2
2019-09-20T17:34:02	69.6795467	18.9966511	2
2019-09-20T17:34:03	69.6795467	18.9966509	2
2019-09-20T17:34:04	69.6795466	18.9966505	2
2019-09-20T17:34:05	69.6795466	18.9966502	2
2019-09-20T17:34:06	69.6795466	18.9966500	2
2019-09-20T17:34:07	69.6795466	18.9966498	2
2019-09-20T17:34:08	69.6795466	18.9966495	2
2019-09-20T17:34:09	69.6795466	18.9966492	2
2019-09-20T17:34:10	69.6795466	18.9966490	2
2019-09-20T17:34:11	69.6795466	18.9966488	2
2019-09-20T17:34:12	69.6795466	18.9966486	2
2019-09-20T17:34:13	69.6795466	18.9966483	2
2019-09-20T17:34:14	69.6795466	18.9966479	2
2019-09-20T17:34:15	69.6795466	18.9966476	2
2019-09-20T17:34:16	69.6795466	18.9966472	2
2019-09-20T17:34:17	69.6795466	18.9966468	2
2019-09-20T17:34:18	69.6795466	18.9966464	2
2019-09-20T17:34:19	69.6795466	18.9966460	2
2019-09-20T17:34:20	69.6795466	18.9966456	2
2019-09-20T17:34:21	69.6795466	18.9966453	2
2019-09-20T17:34:22	69.6795466	18.9966449	2
2019-09-20T17:34:23	69.6795466	18.9966445	2
2019-09-20T17:34:24	69.6795466	18.9966442	2
2019-09-20T17:34:25	69.6795466	18.9966438	2
2019-09-20T17:34:26	69.6795466	18.9966435	2
2019-09-20T17:34:27	69.6795466	18.9966432	2
2019-09-20T17:34:28	69.6795466	18.9966429	2
2019-09-20T17:34:29	69.6795466	18.9966426	2
2019-09-20T17:34:30	69.6795466	18.9966423	2
2019-09-20T17:34:31	69.6795466	18.9966421	2
2019-09-20T17:34:32	69.6795466	18.9966418	2
2019-09-20T17:34:33	69.6795466	18.9966416	2
2019-09-20T17:34:34	69.6795466	18.9966414	2
2019-09-20T17:34:35	69.6795466	18.9966412	2
2019-09-20T17:34:36	69.6795466	18.9966410	2
2019-09-20T17:34:37	69.6795466	18.9966408	2
2019-09-20T17:34:38	69.6795466	18.9966407	2
2019-09-20T17:34:39	69.6795466	18.9966405	2
2019-09-20T17:34:40	69.6795466	18.9966403	2
2019-09-20T17:34:41	69.6795466	18.9966402	2
2019-09-20T17:34:42	69.6795466	18.9966400	2
2019-09-20T17:34:43	69.6795466	18.9966400	2
2019-09-20T17:34:44	69.6795466	18.9966399	2
2019-09-20T17:34:45	69.6795466	18.9966398	2
2019-09-20T17:34:46	69.6795466	18.9966398	2
2019-09-20T17:34:47	69.6795466	18.9966396	2
2019-09-20T17:34:48	69.6795466	18.9966395	2
2019-09-20T17:34:49	69.6795466	18.9966394	2
2019-09-20T17:34:50	69.6795466	18.9966394	2
2019-09-20T17:34:51	69.6795466	18.9966393	2
2019-09-20T17:34:52	69.6795466	18.9966392	2
2019-09-20T17:34:53	69.6795466	18.9966392	2
2019-09-20T17:34:54	69.6795466	18.9966391	2
2019-09-20T17:34:55	69.6795466	18.9966390	2
2019-09-20T17:34:56	69.6795467	18.9966390	2
2019-09-20T17:34:57	69.6795468	18.9966389	2
2019-09-20T17:34:58	69.6795468	18.9966388	2
2019-09-20T17:34:59	69.6795468	18.9966387	2
2019-09-20T17:35:00	69.6795468	18.9966387	2
2019-09-20T17:35:01	69.6795468	18.9966386	2
2019-09-20T17:35:02	69.6795468	18.9966386	2
2019-09-20T17:35:03	69.6795468	18.9966385	2
2019-09-20T17:35:04	69.6795468	18.9966385	2
2019-09-20T17:35:05	69.6795468	18.9966384	2
2019-09-20T17:35:06	69.6795468	18.9966384	2
2019-09-20T17:35:07	69.6795468	18.9966383	2
2019-09-20T17:35:08	69.6795468	18.9966383	2
2019-09-20T17:35:09	69.6795468	18.9966382	2
2019-09-20T17:35:10	69.6795468	18.9966381	2
2019-09-20T17:35:11	69.6795468	18.9966380	2
2019-09-20T17:35:12	69.6795468	18.9966380	2
2019-09-20T17:35:13	69.6795468	18.9966381	2
2019-09-20T17:35:14	69.6795468	18.9966380	2
2019-09-20T17:35:15	69.6795468	18.9966380	2
2019-09-20T17:35:16	69.6795468	18.9966380	2
2019-09-20T17:35:17	69.6795468	18.9966380	2
2019-09-20T17:35:18	69.6795468	18.9966380	2
2019-09-20T17:35:19	69.6795468	18.9966379	2
2019-09-20T17:35:20	69.6795468	18.9966379	2
2019-09-20T17:35:21	69.6795468	18.9966379	2
2019-09-20T17:35:22	69.6795468	18.9966379	2
2019-09-20T17:35:23	69.6795468	18.9966379	2
2019-09-20T17:35:24	69.6795468	18.9966380	2
2019-09-20T17:35:25	69.6795468	18.9966380	2
2019-09-20T17:35:26	69.6795468	18.9966381	2
2019-09-20T17:35:27	69.6795468	18.9966381	2
2019-09-20T17:35:28	69.6795468	18.9966381	2
2019-09-20T17:35:29	69.6795468	18.9966380	2
2019-09-20T17:35:30	69.6795468	18.9966380	2
2019-09-20T17:35:31	69.6795468	18.9966380	2
2019-09-20T17:35:32	69.6795468	18.9966381	2
2019-09-20T17:35:33	69.6795468	18.9966381	2
2019-09-20T17:35:34	69.6795468	18.9966382	2
2019-09-20T17:35:35	69.6795468	18.9966382	2
2019-09-20T17:35:36	69.6795468	18.9966383	2
2019-09-20T17:35:37	69.6795467	18.9966383	2
2019-09-20T17:35:38	69.6795467	18.9966383	2
2019-09-20T17:35:39	69.6795468	18.9966383	2
2019-09-20T17:35:40	69.6795468	18.9966383	2
2019-09-20T17:35:41	69.6795468	18.9966384	2
2019-09-20T17:35:42	69.6795468	18.9966384	2
2019-09-20T17:35:43	69.6795468	18.9966384	2
2019-09-20T17:35:44	69.6795468	18.9966384	2
2019-09-20T17:35:45	69.6795467	18.9966385	2
2019-09-20T17:35:46	69.6795467	18.9966385	2
2019-09-20T17:35:47	69.6795467	18.9966386	2
2019-09-20T17:35:48	69.6795467	18.9966386	2
2019-09-20T17:35:49	69.6795467	18.9966387	2
2019-09-20T17:35:50	69.6795467	18.9966388	2
2019-09-20T17:35:51	69.6795467	18.9966389	2
2019-09-20T17:35:52	69.6795467	18.9966388	2
2019-09-20T17:35:53	69.6795467	18.9966389	2
2019-09-20T17:35:54	69.6795467	18.9966389	2
2019-09-20T17:35:55	69.6795468	18.9966390	2
2019-09-20T17:35:56	69.6795468	18.9966390	2
2019-09-20T17:35:57	69.6795468	18.9966391	2
2019-09-20T17:35:58	69.6795468	18.9966392	2
2019-09-20T17:35:59	69.6795469	18.9966392	2
2019-09-20T17:36:00	69.6795468	18.9966393	2
2019-09-20T17:36:01	69.6795468	18.9966393	2
2019-09-20T17:36:02	69.6795469	18.9966394	2
2019-09-20T17:36:03	69.6795469	18.9966395	2
2019-09-20T17:36:04	69.6795469	18.9966395	2
2019-09-20T17:36:05	69.6795469	18.9966396	2
2019-09-20T17:36:06	69.6795469	18.9966396	2
2019-09-20T17:36:07	69.6795469	18.9966397	2
2019-09-20T17:36:08	69.6795469	18.9966398	2
2019-09-20T17:36:09	69.6795469	18.9966398	2
2019-09-20T17:36:10	69.6795469	18.9966399	2
2019-09-20T17:36:11	69.6795469	18.9966399	2
2019-09-20T17:36:12	69.6795469	18.9966400	2
2019-09-20T17:36:13	69.6795469	18.9966400	2
2019-09-20T17:36:14	69.6795469	18.9966401	2
2019-09-20T17:36:15	69.6795469	18.9966401	2
2019-09-20T17:36:16	69.6795469	18.9966402	2
2019-09-20T17:36:17	69.6795469	18.9966402	2
2019-09-20T17:36:18	69.6795470	18.9966403	2
2019-09-20T17:36:19	69.6795470	18.9966403	2
2019-09-20T17:36:20	69.6795470	18.9966404	2
2019-09-20T17:36:21	69.6795470	18.9966404	2
2019-09-20T17:36:22	69.6795470	18.9966405	2
2019-09-20T17:36:23	69.6795470	18.9966405	2
2019-09-20T17:36:24	69.6795470	18.9966406	2
2019-09-20T17:36:25	69.6795470	18.9966406	2
2019-09-20T17:36:26	69.6795470	18.9966407	2
2019-09-20T17:36:27	69.6795470	18.9966407	2
2019-09-20T17:36:28	69.6795470	18.9966408	2
2019-09-20T17:36:29	69.6795470	18.9966408	2
2019-09-20T17:36:30	69.6795470	18.9966409	2
2019-09-20T17:36:31	69.6795470	18.9966409	2
2019-09-20T17:36:32	69.6795471	18.9966410	2
2019-09-20T17:36:33	69.6795471	18.9966410	2
2019-09-20T17:36:34	69.6795471	18.9966410	2
2019-09-20T17:36:35	69.6795471	18.9966411	2
2019-09-20T17:36:36	69.6795471	18.9966411	2
2019-09-20T17:36:37	69.6795471	18.9966412	2
2019-09-20T17:36:38	69.6795471	18.9966412	2
2019-09-20T17:36:39	69.6795471	18.9966413	2
2019-09-20T17:36:40	69.6795471	18.9966413	2
2019-09-20T17:36:41	69.6795471	18.9966413	2
2019-09-20T17:36:42	69.6795471	18.9966414	2
2019-09-20T17:36:43	69.6795471	18.9966414	2
2019-09-20T17:36:44	69.6795471	18.9966415	2
2019-09-20T17:36:45	69.6795470	18.9966416	2
2019-09-20T17:36:46	69.6795470	18.9966417	2
2019-09-20T17:36:47	69.6795471	18.9966417	2
2019-09-20T17:36:48	69.6795471	18.9966417	2
2019-09-20T17:36:49	69.6795471	18.9966418	2
2019-09-20T17:36:50	69.6795471	18.9966418	2
2019-09-20T17:36:51	69.6795471	18.9966419	2
2019-09-20T17:36:52	69.6795471	18.9966419	2
2019-09-20T17:36:53	69.6795471	18.9966419	2
2019-09-20T17:36:54	69.6795471	18.9966420	2
2019-09-20T17:36:55	69.6795472	18.9966419	2
2019-09-20T17:36:56	69.6795472	18.9966419	2
2019-09-20T17:36:57	69.6795472	18.9966420	2
2019-09-20T17:36:58	69.6795472	18.9966420	2
2019-09-20T17:36:59	69.6795472	18.9966421	2
2019-09-20T17:37:00	69.6795472	18.9966421	2
2019-09-20T17:37:01	69.6795472	18.9966421	2
2019-09-20T17:37:02	69.6795472	18.9966421	2
2019-09-20T17:37:03	69.6795472	18.9966422	2
2019-09-20T17:37:04	69.6795472	18.9966422	2
2019-09-20T17:37:05	69.6795472	18.9966422	2
2019-09-20T17:37:06	69.6795473	18.9966423	2
2019-09-20T17:37:07	69.6795473	18.9966423	2
2019-09-20T17:37:08	69.6795472	18.9966424	2
2019-09-20T17:37:09	69.6795472	18.9966424	2
2019-09-20T17:37:10	69.6795472	18.9966424	2
2019-09-20T17:37:11	69.6795472	18.9966425	2
2019-09-20T17:37:12	69.6795472	18.9966425	2
2019-09-20T17:37:13	69.6795472	18.9966425	2
2019-09-20T17:37:14	69.6795472	18.9966425	2
2019-09-20T17:37:15	69.6795472	18.9966426	2
2019-09-20T17:37:16	69.6795472	18.9966426	2
2019-09-20T17:37:17	69.6795472	18.9966426	2
2019-09-20T17:37:18	69.6795472	18.9966426	2
2019-09-20T17:37:19	69.6795472	18.9966427	2
2019-09-20T17:37:20	69.6795472	18.9966427	2
2019-09-20T17:37:21	69.6795472	18.9966427	2
2019-09-20T17:37:22	69.6795472	18.9966427	2
2019-09-20T17:37:23	69.6795472	18.9966428	2
2019-09-20T17:37:24	69.6795472	18.9966428	2
2019-09-20T17:37:25	69.6795472	18.9966428	2
2019-09-20T17:37:26	69.6795472	18.9966428	2
2019-09-20T17:37:27	69.6795472	18.9966429	2
2019-09-20T17:37:28	69.6795472	18.9966429	2
2019-09-20T17:37:29	69.6795472	18.9966429	2
2019-09-20T17:37:30	69.6795472	18.9966429	2
2019-09-20T17:37:31	69.6795472	18.9966430	2
2019-09-20T17:37:32	69.6795472	18.9966430	2
2019-09-20T17:37:33	69.6795472	18.9966430	2
2019-09-20T17:37:34	69.6795472	18.9966431	2
2019-09-20T17:37:35	69.6795472	18.9966431	2
2019-09-20T17:37:36	69.6795472	18.9966431	2
2019-09-20T17:37:37	69.6795472	18.9966431	2
2019-09-20T17:37:38	69.6795472	18.9966432	2
2019-09-20T17:37:39	69.6795472	18.9966433	2
2019-09-20T17:37:40	69.6795472	18.9966433	2
2019-09-20T17:37:41	69.6795472	18.9966433	2
2019-09-20T17:37:42	69.6795472	18.9966434	2
2019-09-20T17:37:43	69.6795472	18.9966434	2
2019-09-20T17:37:44	69.6795472	18.9966434	2
2019-09-20T17:37:45	69.6795472	18.9966434	2
2019-09-20T17:37:46	69.6795472	18.9966435	2
2019-09-20T17:37:47	69.6795472	18.9966435	2
2019-09-20T17:37:48	69.6795472	18.9966435	2
2019-09-20T17:37:49	69.6795472	18.9966435	2
2019-09-20T17:37:50	69.6795472	18.9966435	2
2019-09-20T17:37:51	69.6795472	18.9966436	2
2019-09-20T17:37:52	69.6795472	18.9966436	2
2019-09-20T17:37:53	69.6795472	18.9966436	2
2019-09-20T17:37:54	69.6795472	18.9966436	2
2019-09-20T17:37:55	69.6795472	18.9966437	2
2019-09-20T17:37:56	69.6795472	18.9966438	2
2019-09-20T17:37:57	69.6795472	18.9966438	2
2019-09-20T17:37:58	69.6795472	18.9966438	2
2019-09-20T17:37:59	69.6795471	18.9966438	2
2019-09-20T17:38:00	69.6795471	18.9966439	2
2019-09-20T17:38:01	69.6795471	18.9966439	2
2019-09-20T17:38:02	69.6795471	18.9966439	2
2019-09-20T17:38:03	69.6795471	18.9966439	2
2019-09-20T17:38:04	69.6795471	18.9966439	2
2019-09-20T17:38:05	69.6795471	18.9966440	2
2019-09-20T17:38:06	69.6795471	18.9966440	2
2019-09-20T17:38:07	69.6795471	18.9966440	2
2019-09-20T17:38:08	69.6795471	18.9966440	2
2019-09-20T17:38:09	69.6795471	18.9966440	2
2019-09-20T17:38:10	69.6795471	18.9966441	2
2019-09-20T17:38:11	69.6795471	18.9966441	2
2019-09-20T17:38:12	69.6795471	18.9966441	2
2019-09-20T17:38:13	69.6795471	18.9966441	2
2019-09-20T17:38:14	69.6795471	18.9966441	2
2019-09-20T17:38:15	69.6795472	18.9966441	2
2019-09-20T17:38:16	69.6795472	18.9966442	2
2019-09-20T17:38:17	69.6795472	18.9966442	2
2019-09-20T17:38:18	69.6795472	18.9966442	2
2019-09-20T17:38:19	69.6795472	18.9966442	2
2019-09-20T17:38:20	69.6795472	18.9966442	2
2019-09-20T17:38:21	69.6795472	18.9966442	2
2019-09-20T17:38:22	69.6795472	18.9966443	2
2019-09-20T17:38:23	69.6795472	18.9966443	2
2019-09-20T17:38:24	69.6795471	18.9966443	2
2019-09-20T17:38:25	69.6795471	18.9966443	2
2019-09-20T17:38:26	69.6795471	18.9966443	2
2019-09-20T17:38:27	69.6795471	18.9966443	2
2019-09-20T17:38:28	69.6795471	18.9966443	2
2019-09-20T17:38:29	69.6795471	18.9966444	2
2019-09-20T17:38:30	69.6795471	18.9966444	2
2019-09-20T17:38:31	69.6795471	18.9966444	2
2019-09-20T17:38:32	69.6795471	18.9966444	2
2019-09-20T17:38:33	69.6795471	18.9966444	2
2019-09-20T17:38:34	69.6795471	18.9966445	2
2019-09-20T17:38:35	69.6795471	18.9966445	2
